Medicine Name,href,Info
Anidulafungin ,https://www.medindia.net/doctors/drug_information/anidulafungin.htm,"Anidulafungin is an antifungal agent, prescribed for candidemia and other forms of candida infections (intra-abdominal abscess and peritonitis) and esophageal candidiasis."
Ansuvimab ,https://www.medindia.net/doctors/drug_information/ansuvimab.htm,Ansuvimab is a monoclonal antibody prescribed for treating Zaire ebolavirus infection.
Anthralin ,https://www.medindia.net/doctors/drug_information/anthralin.htm,"Anthralin is a topical antimitotic, prescribed for psoriasis."
Anthrax Vaccine Adsorbed ,https://www.medindia.net/doctors/drug_information/anthrax_vaccine_adsorbed.htm,"Anthrax Vaccine Adsorbed is an active immunization agent for the prevention of disease caused by Bacillus anthracis, in persons between 18 and 65 years of age whose occupation or other activities place them at high risk of exposure."
Antihemophiliac factor  ,https://www.medindia.net/doctors/drug_information/antihemophiliac_factor.htm,"Antihemophiliac factor  is an essential blood-clotting factor, prescribed for controlling and preventing bleeding episodes in people with low levels of factor VIII (hemophilia A) and AHG deficiency."
Anti-Inhibitor Coagulant Complex- Heat Treated  ,https://www.medindia.net/doctors/drug_information/antiinhibitor_coagulant_complex_heat_treated.htm,"Anti-Inhibitor Coagulant Complex- Heat Treated  is a clotting factor, prescribed for bleeding episodes or bleeding during surgery in patients with Factor VIII inhibitors."
Anti-Inhibitor Coagulant Complex- Vapor Heated  ,https://www.medindia.net/doctors/drug_information/antiinhibitor_coagulant_complex_vapor_heated.htm,"Anti-Inhibitor Coagulant Complex- Vapor Heated  is a freeze-dried sterile human plasma fraction with clotting factor, prescribed for bleeding episodes or to cover surgical interventions in hemophilia A and hemophilia B patients."
Antithrombin- Recombinant ,https://www.medindia.net/doctors/drug_information/antithrombin_recombinant.htm,"Antithrombin- Recombinant is a recombinant human antithrombin, prescribed for prevention of surgical and peri-partum thromboembolic events in hereditary antithrombin deficient patients."
Antivenom ,https://www.medindia.net/doctors/drug_information/antivenom.htm,"Antivenom is an antitoxin, prescribed for the treatment of envenomation caused by bites of crotalids (pit vipers)including rattlesnakes, copperhead and cottonmouth moccasins, and others."
Apalutamide ,https://www.medindia.net/doctors/drug_information/apalutamide.htm,"Apalutamide is a nonsteroidal antiandrogen agent or an androgen receptor inhibitor which is prescribed to treat adult male patients suffering from non-metastatic, castration-resistant prostate cancer."
Apixaban ,https://www.medindia.net/doctors/drug_information/apixaban.htm,"Apixaban is an anticoagulant, which is used for reducing the risk of strokes and blood clots in patients with atrial fibrillation who have no problems with their heart valve (nonvalvular atrial fibrillation)."
Apomorphine ,https://www.medindia.net/doctors/drug_information/apomorphine.htm,"Apomorphine is a non-selective dopamine agonist, prescribed for acute, intermittent treatment of hypomobility and loss of control of body movements such as muscle stiffness, slow movements, or trouble moving associated with advanced Parkinson's disease."
Apraclonidine  ,https://www.medindia.net/doctors/drug_information/apraclonidine.htm,"Apraclonidine  is an alpha-2-adrenergic agonist, prescribed for short-term treatment of glaucoma in people who are taking other medications for this condition and still have increased pressure in the eye."
Apremilast ,https://www.medindia.net/doctors/drug_information/apremilast.htm,Apremilast acts by inhibiting the enzyme named phosphodiesterase 4 (PDE4).
Aprepitant ,https://www.medindia.net/doctors/drug_information/aprepitant.htm,"Aprepitant is an antiemetic, prescribed for prevention of acute and delayed chemotherapy-induced nausea and vomiting (CINV) for prevention of postoperative nausea and vomiting and it is used with other medications to prevent nausea and vomiting that may occur within 24 hours after receiving cancer chemotherapy treatment."
Aprotinin ,https://www.medindia.net/doctors/drug_information/aprotinin.htm,"This product is derived from bovine lung tissue,  which inhibits certain enzymes that increase the risk for bleeding."
Ardeparin ,https://www.medindia.net/doctors/drug_information/ardeparin.htm,"Ardeparin is an anticoagulant, prescribed for deep vein thrombosis."
Arformoterol Tartrate Inhalation  ,https://www.medindia.net/doctors/drug_information/arformoterol_tartrate_inhalation.htm,"Arformoterol Tartrate Inhalation  is a long-acting beta-agonist bronchodilator, prescribed for chronic obstructive pulmonary disease (COPD)."
Argatroban ,https://www.medindia.net/doctors/drug_information/argatroban.htm,Argatroban is an anticoagulant (thrombin inhibitor) agent prescribed for thrombosis treatment in patients with heparin-induced thrombocytopenia (low platelet levels).
Arginine ,https://www.medindia.net/doctors/drug_information/arginine.htm,"Arginine, also known as L-arginine, is an amino acid that is a building block of proteins."
Aripiprazole ,https://www.medindia.net/doctors/drug_information/aripiprazole.htm,"Aripiprazole is an atypical antipsychotic and antidepressant, prescribed for schizophrenia and depression."
Armodafinil ,https://www.medindia.net/doctors/drug_information/armodafinil.htm,"Armodafinil is a stimulant, prescribed for excessive sleepiness caused by obstructive sleep apnea, narcolepsy (a condition that causes excessive daytime sleepiness) or shift work sleep disorder."
Arteether ,https://www.medindia.net/doctors/drug_information/arteether.htm,Arteether is used for the treatment of severe falciparum malaria active against P.
Artemether ,https://www.medindia.net/doctors/drug_information/artemether.htm,"Artemether is a potent and quick acting antimalarial agent,used for treating chloroquine resistant falciparum malaria,including cerebral malaria."
Artemether and Lumefantrine ,https://www.medindia.net/doctors/drug_information/artemether_lumefantrine.htm,"Artemether and Lumefantrine is an antimalarial agent, prescribed for malaria."
Artesunate ,https://www.medindia.net/doctors/drug_information/artesunate.htm,"Artesunate is an antimalarial agent, prescribed for malaria."
Articane HCl and Epinephrine Injection  ,https://www.medindia.net/doctors/drug_information/articane_hcl_epinephrine_injection.htm,"Articane HCl and Epinephrine Injection  is a local dental anesthetic, used as an anesthesia for dental procedures."
Ascorbic Acid (Vitamin C) ,https://www.medindia.net/doctors/drug_information/ascorbic_acid_vitamin_c.htm,"Ascorbic Acid (Vitamin C) is a vitamin, prescribed for scurvy."
Asenapine ,https://www.medindia.net/doctors/drug_information/asenapine.htm,"Asenapine is an atypical antipsychotic agent, prescribed for schizophrenia and acute mania with bipolar disorder."
Asparaginase / Crisantaspase ,https://www.medindia.net/doctors/drug_information/asparaginase_crisantaspase.htm,"Asparaginase / Crisantaspase is an antineoplastic agent, prescribed for lymphocytic leukemia either alone or with other medications."
Aspirin ,https://www.medindia.net/doctors/drug_information/aspirin.htm,"Aspirin is an analgesic and antipyretic, prescribed for pain, heart attack and fever."
Aspirin and Codeine ,https://www.medindia.net/doctors/drug_information/aspirin_codeine.htm,"Aspirin and Codeine is an analgesic combination, prescribed for moderate to severe pain."
Aspirin and Extended Release Dipyridamole ,https://www.medindia.net/doctors/drug_information/aspirin_extended_release_dipyridamole.htm,"Aspirin and Extended Release Dipyridamole contains antiplatelet agents, prescribed for reducing risk of stroke."
Aspirin and Oxycodone ,https://www.medindia.net/doctors/drug_information/aspirin_oxycodone.htm,Aspirin and Oxycodone is used to relieve moderate to severe pain.
"Aspirin, Butalbital and Caffeine ",https://www.medindia.net/doctors/drug_information/aspirin_butalbital_caffeine.htm,"Aspirin, Butalbital and Caffeine contains barbiturate, central nervous system stimulant, analgesic, antipyretic and anti-inflammatory agents, prescribed for relieving tension headaches."
Astaxanthin ,https://www.medindia.net/doctors/drug_information/astaxanthin.htm,"Astaxanthin is an antioxidant and a carotenoid that has potential benefits in  Alzheimer's disease, Parkinson's disease, stroke,  high cholesterol, and an eye condition called  age related macular degeneration."
Astemizole ,https://www.medindia.net/doctors/drug_information/astemizole.htm,"Astemizole is an antihistamine, prescribed for allergic rhinitis and chronic idiopathic urticaria."
Atazanavir ,https://www.medindia.net/doctors/drug_information/atazanavir.htm,"Atazanavir is an antiretroviral drug, prescribed for HIV/AIDS."
Atenolol ,https://www.medindia.net/doctors/drug_information/atenolol.htm,"Atenolol blocks beta-1 receptors, which are present on the heart."
Atenolol and Chlorthalidone ,https://www.medindia.net/doctors/drug_information/atenolol_chlorthalidone.htm,"Atenolol and Chlorthalidone contains beta-blocker and diuretic, prescribed for hypertension."
Atezolizumab ,https://www.medindia.net/doctors/drug_information/atezolizumab.htm,Atezolizumab is a programmed death ligand 1 (PD-L1) monoclonal antibody.
Atomoxetine ,https://www.medindia.net/doctors/drug_information/atomoxetine.htm,"Atomoxetine is a selective norepinephrine reuptake inhibitor (SNRI), prescribed for Attention deficit hyperactivity disorder (ADHD)."
Atorvastatin ,https://www.medindia.net/doctors/drug_information/atorvastatin.htm,"Atorvastatin is an HMG-CoA reductase inhibitor, also known as ""statin, prescribed for hyperlipidemia."
Atovaquone ,https://www.medindia.net/doctors/drug_information/atovaquone.htm,"Atovaquone is an antibiotic, prescribed for Pneumocystis pneumonia (PCP), Toxoplasmosis and also for malaria treatment in combination with proguanil."
Atracurium ,https://www.medindia.net/doctors/drug_information/atracurium.htm,"Atracurium is a neuromuscular-blocking agent,  used as an adjuvant in anesthesia."
Atropine and diphenoxylate ,https://www.medindia.net/doctors/drug_information/atropine_diphenoxylate.htm,"Atropine and diphenoxylate is an antidiarrheal and anticholinergic combination, prescribed for diarrhea."
Atropine Ophthalmic ,https://www.medindia.net/doctors/drug_information/atropine_ophthalmic.htm,"Atropine Ophthalmic is an anticholinergic agent, prescribed for inflammatory eye disorders."
Atropine Sulfate Ophthalmic ,https://www.medindia.net/doctors/drug_information/atropine_sulfate_ophthalmic.htm,"Atropine Sulfate Ophthalmic is a tropane alkaloid, prescribed for dilatation of pupil."
Auranofin ,https://www.medindia.net/doctors/drug_information/auranofin.htm,"Auranofin is an antirheumatic agent, prescribed for rheumatoid arthritis."
Autologous Cultured Chondrocytes  ,https://www.medindia.net/doctors/drug_information/autologous_cultured_chondrocytes.htm,"Autologous Cultured Chondrocytes  is an autologous (using the patient's own cells) cellular product, prescribed for the repair of symptomatic cartilage defects of the femoral condyle."
